ACCOUNT,AMOUNT,SOURCE,Fabricated_JE,TYPE,ACCOUNT_DC,D/C,AMOUNT_POSITIF
2148,45975.27,5,0,0,2148_D,D,45975.27
3211,-16691.13,5,0,0,3211_C,C,16691.13
2194,-45975.27,5,0,0,2194_C,C,45975.27
3150,-49839.34,5,0,0,3150_C,C,49839.34
2130,49839.34,5,0,0,2130_D,D,49839.34
2199,16691.13,5,0,0,2199_D,D,16691.13
1156,-43822.39,2,0,0,1156_C,C,43822.39
3136,43822.39,2,0,0,3136_D,D,43822.39
2187,48735.97,2,0,0,2187_D,D,48735.97
2112,-48735.97,2,0,0,2112_C,C,48735.97
2200,-3659.34,3,0,0,2200_C,C,3659.34
2221,3659.34,3,0,0,2221_D,D,3659.34
3226,-13766.23,3,0,0,3226_C,C,13766.23
3121,13766.23,3,0,0,3121_D,D,13766.23
3212,-33626.66,6,0,0,3212_C,C,33626.66
1135,45274.74,6,0,0,1135_D,D,45274.74
1130,-45274.74,6,0,0,1130_C,C,45274.74
2118,33626.66,6,0,0,2118_D,D,33626.66
2273,-32199.41,6,0,0,2273_C,C,32199.41
1144,32199.41,6,0,0,1144_D,D,32199.41
2164,3291.47,4,0,0,2164_D,D,3291.47
2155,-20622.39,4,0,0,2155_C,C,20622.39
1166,-39786.71,4,0,0,1166_C,C,39786.71
2224,-3291.47,4,0,0,2224_C,C,3291.47
2130,39786.71,4,0,0,2130_D,D,39786.71
3227,20622.39,4,0,0,3227_D,D,20622.39
2295,-23974.51,1,0,0,2295_C,C,23974.51
3151,-6328.47,1,0,0,3151_C,C,6328.47
3184,23974.51,1,0,0,3184_D,D,23974.51
3112,6328.47,1,0,0,3112_D,D,6328.47
2117,-11708.32,1,0,0,2117_C,C,11708.32
2189,11708.32,1,0,0,2189_D,D,11708.32
2126,-21375.91,2,0,0,2126_C,C,21375.91
2292,21375.91,2,0,0,2292_D,D,21375.91
3198,-6271.96,7,0,0,3198_C,C,6271.96
3166,35157.78,7,0,0,3166_D,D,35157.78
3147,-35157.78,7,0,0,3147_C,C,35157.78
1160,6271.96,7,0,0,1160_D,D,6271.96
2242,-34379.14,6,0,0,2242_C,C,34379.14
2143,34379.14,6,0,0,2143_D,D,34379.14
3122,31225.43,4,0,0,3122_D,D,31225.43
1190,-31225.43,4,0,0,1190_C,C,31225.43
2163,-49978.87,4,0,0,2163_C,C,49978.87
2182,49978.87,4,0,0,2182_D,D,49978.87
2197,-3382.62,6,0,0,2197_C,C,3382.62
2238,3382.62,6,0,0,2238_D,D,3382.62
2180,-15960.5,5,0,0,2180_C,C,15960.5
2170,40146.06,5,0,0,2170_D,D,40146.06
1127,-40146.06,5,0,0,1127_C,C,40146.06
2194,15960.5,5,0,0,2194_D,D,15960.5
3179,-20066.26,4,0,0,3179_C,C,20066.26
2185,20066.26,4,0,0,2185_D,D,20066.26
2186,-17362.03,4,0,0,2186_C,C,17362.03
2213,17362.03,4,0,0,2213_D,D,17362.03
1102,43551.84,5,0,0,1102_D,D,43551.84
3123,-1740.79,5,0,0,3123_C,C,1740.79
1167,15431.47,5,0,0,1167_D,D,15431.47
3153,-15431.47,5,0,0,3153_C,C,15431.47
2278,-43551.84,5,0,0,2278_C,C,43551.84
2294,1740.79,5,0,0,2294_D,D,1740.79
3102,18404.14,7,0,0,3102_D,D,18404.14
1115,23521.62,7,0,0,1115_D,D,23521.62
2280,-23521.62,7,0,0,2280_C,C,23521.62
3193,37924.07,7,0,0,3193_D,D,37924.07
2267,-18404.14,7,0,0,2267_C,C,18404.14
1179,-37924.07,7,0,0,1179_C,C,37924.07
3155,-39382.87,7,0,0,3155_C,C,39382.87
2298,-36594.07,7,0,0,2298_C,C,36594.07
3181,39382.87,7,0,0,3181_D,D,39382.87
3100,36594.07,7,0,0,3100_D,D,36594.07
2256,-9103.69,6,0,0,2256_C,C,9103.69
2220,9103.69,6,0,0,2220_D,D,9103.69
3204,-48086.88,1,0,0,3204_C,C,48086.88
2201,-30452.11,1,0,0,2201_C,C,30452.11
2139,48086.88,1,0,0,2139_D,D,48086.88
2111,5718.83,1,0,0,2111_D,D,5718.83
3116,30452.11,1,0,0,3116_D,D,30452.11
2263,-5718.83,1,0,0,2263_C,C,5718.83
2177,18511.57,4,0,0,2177_D,D,18511.57
2277,-18511.57,4,0,0,2277_C,C,18511.57
1167,-44482.94,3,0,0,1167_C,C,44482.94
1104,44482.94,3,0,0,1104_D,D,44482.94
2255,-7178.41,4,0,0,2255_C,C,7178.41
2253,-22135.99,4,0,0,2253_C,C,22135.99
2158,22135.99,4,0,0,2158_D,D,22135.99
2167,7178.41,4,0,0,2167_D,D,7178.41
3169,6499.41,2,0,0,3169_D,D,6499.41
3218,13652.09,2,0,0,3218_D,D,13652.09
1127,-13652.09,2,0,0,1127_C,C,13652.09
1138,-6499.41,2,0,0,1138_C,C,6499.41
1146,16546.18,2,0,0,1146_D,D,16546.18
2272,-16546.18,2,0,0,2272_C,C,16546.18
3147,-16068.85,5,0,0,3147_C,C,16068.85
2248,-43509.75,5,0,0,2248_C,C,43509.75
3221,16068.85,5,0,0,3221_D,D,16068.85
1116,43509.75,5,0,0,1116_D,D,43509.75
2286,49359.65,5,0,0,2286_D,D,49359.65
3189,-37506.38,5,0,0,3189_C,C,37506.38
3132,37506.38,5,0,0,3132_D,D,37506.38
3213,-49359.65,5,0,0,3213_C,C,49359.65
2249,-30280.79,3,0,0,2249_C,C,30280.79
2169,-21786.62,3,0,0,2169_C,C,21786.62
3196,21786.62,3,0,0,3196_D,D,21786.62
2184,30280.79,3,0,0,2184_D,D,30280.79
1120,6607.73,4,0,0,1120_D,D,6607.73
1163,24683.98,4,0,0,1163_D,D,24683.98
1123,-24683.98,4,0,0,1123_C,C,24683.98
3147,-6607.73,4,0,0,3147_C,C,6607.73
2132,39032.72,1,0,0,2132_D,D,39032.72
3119,-39032.72,1,0,0,3119_C,C,39032.72
3197,41169.94,3,0,0,3197_D,D,41169.94
3148,-41169.94,3,0,0,3148_C,C,41169.94
1162,-34422.61,6,0,0,1162_C,C,34422.61
1168,34422.61,6,0,0,1168_D,D,34422.61
2289,17953.81,5,0,0,2289_D,D,17953.81
3163,29364.13,5,0,0,3163_D,D,29364.13
2216,-17953.81,5,0,0,2216_C,C,17953.81
1118,-29364.13,5,0,0,1118_C,C,29364.13
2147,27244.18,3,0,0,2147_D,D,27244.18
1102,-27244.18,3,0,0,1102_C,C,27244.18
2193,43630.09,3,0,0,2193_D,D,43630.09
2155,-18434.35,3,0,0,2155_C,C,18434.35
2111,18434.35,3,0,0,2111_D,D,18434.35
2169,-43630.09,3,0,0,2169_C,C,43630.09
3170,41915.03,1,0,0,3170_D,D,41915.03
1160,-41915.03,1,0,0,1160_C,C,41915.03
1162,35761.96,4,0,0,1162_D,D,35761.96
3179,-35761.96,4,0,0,3179_C,C,35761.96
3137,-23192.58,7,0,0,3137_C,C,23192.58
3219,-26465.83,7,0,0,3219_C,C,26465.83
2165,26465.83,7,0,0,2165_D,D,26465.83
1138,43511.48,7,0,0,1138_D,D,43511.48
2206,-43511.48,7,0,0,2206_C,C,43511.48
1197,23192.58,7,0,0,1197_D,D,23192.58
3126,-9370.62,6,0,0,3126_C,C,9370.62
1108,9370.62,6,0,0,1108_D,D,9370.62
2262,-40033.34,6,0,0,2262_C,C,40033.34
3160,40033.34,6,0,0,3160_D,D,40033.34
3127,15867.82,5,0,0,3127_D,D,15867.82
3150,15192.08,5,0,0,3150_D,D,15192.08
2214,-15192.08,5,0,0,2214_C,C,15192.08
1147,-15867.82,5,0,0,1147_C,C,15867.82
2236,3630.2,2,0,0,2236_D,D,3630.2
3171,-3630.2,2,0,0,3171_C,C,3630.2
3156,17582.12,5,0,0,3156_D,D,17582.12
3171,39710.42,5,0,0,3171_D,D,39710.42
1190,-39710.42,5,0,0,1190_C,C,39710.42
2150,-17582.12,5,0,0,2150_C,C,17582.12
2122,-29037.65,4,0,0,2122_C,C,29037.65
1162,29037.65,4,0,0,1162_D,D,29037.65
2245,31172.26,5,0,0,2245_D,D,31172.26
2189,13702.05,5,0,0,2189_D,D,13702.05
1142,-22274.76,5,0,0,1142_C,C,22274.76
2291,-13702.05,5,0,0,2291_C,C,13702.05
3225,-31172.26,5,0,0,3225_C,C,31172.26
3188,22274.76,5,0,0,3188_D,D,22274.76
3150,25403.76,5,0,0,3150_D,D,25403.76
2228,-25403.76,5,0,0,2228_C,C,25403.76
3207,15523.04,4,0,0,3207_D,D,15523.04
2298,-15523.04,4,0,0,2298_C,C,15523.04
2258,6470.73,4,0,0,2258_D,D,6470.73
2246,-6470.73,4,0,0,2246_C,C,6470.73
2102,16004.86,7,0,0,2102_D,D,16004.86
1116,-16004.86,7,0,0,1116_C,C,16004.86
2155,7376.9,7,0,0,2155_D,D,7376.9
2289,-7376.9,7,0,0,2289_C,C,7376.9
2142,-47685.89,2,0,0,2142_C,C,47685.89
2161,47685.89,2,0,0,2161_D,D,47685.89
1196,38728.9,5,0,0,1196_D,D,38728.9
2189,-38728.9,5,0,0,2189_C,C,38728.9
2103,-1695.42,6,0,0,2103_C,C,1695.42
2269,1695.42,6,0,0,2269_D,D,1695.42
2145,6388.11,6,0,0,2145_D,D,6388.11
1135,-6388.11,6,0,0,1135_C,C,6388.11
3185,-16713.18,3,0,0,3185_C,C,16713.18
2220,30222.52,3,0,0,2220_D,D,30222.52
1150,-30222.52,3,0,0,1150_C,C,30222.52
2101,16713.18,3,0,0,2101_D,D,16713.18
2252,46215.66,3,0,0,2252_D,D,46215.66
2180,-29986.51,3,0,0,2180_C,C,29986.51
3182,27796.85,3,0,0,3182_D,D,27796.85
3212,29986.51,3,0,0,3212_D,D,29986.51
2103,-46215.66,3,0,0,2103_C,C,46215.66
3192,-27796.85,3,0,0,3192_C,C,27796.85
3139,-28509.14,6,0,0,3139_C,C,28509.14
2245,28509.14,6,0,0,2245_D,D,28509.14
1187,-40416.95,5,0,0,1187_C,C,40416.95
2258,38803.1,5,0,0,2258_D,D,38803.1
1114,-38803.1,5,0,0,1114_C,C,38803.1
2232,40416.95,5,0,0,2232_D,D,40416.95
2171,35286.23,5,0,0,2171_D,D,35286.23
3224,-35286.23,5,0,0,3224_C,C,35286.23
1132,-27915.08,1,0,0,1132_C,C,27915.08
1116,-17168.26,1,0,0,1116_C,C,17168.26
1143,17168.26,1,0,0,1143_D,D,17168.26
1180,27915.08,1,0,0,1180_D,D,27915.08
3143,-41370.59,4,0,0,3143_C,C,41370.59
2121,-16803.01,4,0,0,2121_C,C,16803.01
2119,-2840.22,4,0,0,2119_C,C,2840.22
3149,16803.01,4,0,0,3149_D,D,16803.01
1173,2840.22,4,0,0,1173_D,D,2840.22
3154,41370.59,4,0,0,3154_D,D,41370.59
3122,30372.27,3,0,0,3122_D,D,30372.27
1165,-30372.27,3,0,0,1165_C,C,30372.27
3182,33962.8,4,0,0,3182_D,D,33962.8
3199,-33962.8,4,0,0,3199_C,C,33962.8
1131,-37003.8,1,0,0,1131_C,C,37003.8
2214,37003.8,1,0,0,2214_D,D,37003.8
3113,-2439.48,1,0,0,3113_C,C,2439.48
3195,2439.48,1,0,0,3195_D,D,2439.48
3151,-17904.24,6,0,0,3151_C,C,17904.24
1120,6021.53,6,0,0,1120_D,D,6021.53
1192,25351.64,6,0,0,1192_D,D,25351.64
2109,-25351.64,6,0,0,2109_C,C,25351.64
1180,17904.24,6,0,0,1180_D,D,17904.24
3127,-6021.53,6,0,0,3127_C,C,6021.53
2199,41715.74,4,0,0,2199_D,D,41715.74
3190,-41715.74,4,0,0,3190_C,C,41715.74
3170,15671.25,6,0,0,3170_D,D,15671.25
2118,-15671.25,6,0,0,2118_C,C,15671.25
3168,-13708.21,2,0,0,3168_C,C,13708.21
2282,48914.41,2,0,0,2282_D,D,48914.41
1129,13708.21,2,0,0,1129_D,D,13708.21
3134,-48914.41,2,0,0,3134_C,C,48914.41
2194,19190.18,4,0,0,2194_D,D,19190.18
2112,6803.21,4,0,0,2112_D,D,6803.21
2292,-6803.21,4,0,0,2292_C,C,6803.21
2263,-19190.18,4,0,0,2263_C,C,19190.18
2134,-5126.22,4,0,0,2134_C,C,5126.22
2220,5126.22,4,0,0,2220_D,D,5126.22
3206,-6160.31,5,0,0,3206_C,C,6160.31
2220,6160.31,5,0,0,2220_D,D,6160.31
2273,20682.41,3,0,0,2273_D,D,20682.41
1107,-20682.41,3,0,0,1107_C,C,20682.41
2148,30059.62,5,0,0,2148_D,D,30059.62
3205,-30059.62,5,0,0,3205_C,C,30059.62
1142,-6893.32,5,0,0,1142_C,C,6893.32
2228,6893.32,5,0,0,2228_D,D,6893.32
1167,9942.15,2,0,0,1167_D,D,9942.15
2266,-9942.15,2,0,0,2266_C,C,9942.15
2179,-32645.54,1,0,0,2179_C,C,32645.54
3104,32645.54,1,0,0,3104_D,D,32645.54
1190,30541.8,1,0,0,1190_D,D,30541.8
2145,-30541.8,1,0,0,2145_C,C,30541.8
2234,8027.89,2,0,0,2234_D,D,8027.89
2169,-8027.89,2,0,0,2169_C,C,8027.89
3224,46282.39,2,0,0,3224_D,D,46282.39
3180,-46282.39,2,0,0,3180_C,C,46282.39
3103,-1507.86,7,0,0,3103_C,C,1507.86
1193,1507.86,7,0,0,1193_D,D,1507.86
1108,39018.14,6,0,0,1108_D,D,39018.14
1118,20884.97,6,0,0,1118_D,D,20884.97
3196,-39018.14,6,0,0,3196_C,C,39018.14
2203,30370.05,6,0,0,2203_D,D,30370.05
3198,-20884.97,6,0,0,3198_C,C,20884.97
2150,-30370.05,6,0,0,2150_C,C,30370.05
3120,-33747.54,6,0,0,3120_C,C,33747.54
2262,48665.91,6,0,0,2262_D,D,48665.91
2163,-48665.91,6,0,0,2163_C,C,48665.91
3170,-14905.31,6,0,0,3170_C,C,14905.31
3156,33747.54,6,0,0,3156_D,D,33747.54
3181,14905.31,6,0,0,3181_D,D,14905.31
1167,29428.71,5,0,0,1167_D,D,29428.71
2128,-29428.71,5,0,0,2128_C,C,29428.71
1155,3305.54,5,0,0,1155_D,D,3305.54
2226,-3305.54,5,0,0,2226_C,C,3305.54
2104,-32070.06,7,0,0,2104_C,C,32070.06
3216,32070.06,7,0,0,3216_D,D,32070.06
2226,-40843.87,3,0,0,2226_C,C,40843.87
2293,40843.87,3,0,0,2293_D,D,40843.87
1136,-2841.9,4,0,0,1136_C,C,2841.9
2244,-39540.05,4,0,0,2244_C,C,39540.05
2128,39540.05,4,0,0,2128_D,D,39540.05
3201,2841.9,4,0,0,3201_D,D,2841.9
3131,-41983.98,4,0,0,3131_C,C,41983.98
3106,41983.98,4,0,0,3106_D,D,41983.98
1192,-34962.92,4,0,0,1192_C,C,34962.92
1146,34962.92,4,0,0,1146_D,D,34962.92
2270,46477.9,4,0,0,2270_D,D,46477.9
2223,-46477.9,4,0,0,2223_C,C,46477.9
2137,20286.59,7,0,0,2137_D,D,20286.59
2171,-20286.59,7,0,0,2171_C,C,20286.59
1189,-21949.6,7,0,0,1189_C,C,21949.6
2206,31181.04,7,0,0,2206_D,D,31181.04
1127,21949.6,7,0,0,1127_D,D,21949.6
3192,-31181.04,7,0,0,3192_C,C,31181.04
2212,-20724.95,7,0,0,2212_C,C,20724.95
2274,20724.95,7,0,0,2274_D,D,20724.95
3127,13554.62,4,0,0,3127_D,D,13554.62
2229,-13554.62,4,0,0,2229_C,C,13554.62
3196,-27097.91,4,0,0,3196_C,C,27097.91
2291,27097.91,4,0,0,2291_D,D,27097.91
2136,-6190.15,4,0,0,2136_C,C,6190.15
3154,4794.32,4,0,0,3154_D,D,4794.32
3218,6190.15,4,0,0,3218_D,D,6190.15
3177,-4794.32,4,0,0,3177_C,C,4794.32
2217,-30673.33,1,0,0,2217_C,C,30673.33
2239,30673.33,1,0,0,2239_D,D,30673.33
1125,6307.03,1,0,0,1125_D,D,6307.03
1154,-6307.03,1,0,0,1154_C,C,6307.03
2250,4845.54,1,0,0,2250_D,D,4845.54
1104,-4845.54,1,0,0,1104_C,C,4845.54
1140,12428.95,6,0,0,1140_D,D,12428.95
3225,-30723.08,6,0,0,3225_C,C,30723.08
1163,-49723.52,6,0,0,1163_C,C,49723.52
2238,49723.52,6,0,0,2238_D,D,49723.52
2238,-12428.95,6,0,0,2238_C,C,12428.95
2106,30723.08,6,0,0,2106_D,D,30723.08
2233,-27757.9,6,0,0,2233_C,C,27757.9
1190,-7520.84,6,0,0,1190_C,C,7520.84
2286,27757.9,6,0,0,2286_D,D,27757.9
3206,7520.84,6,0,0,3206_D,D,7520.84
3191,-24853.33,4,0,0,3191_C,C,24853.33
2252,12807.14,4,0,0,2252_D,D,12807.14
2275,-9000.17,4,0,0,2275_C,C,9000.17
2169,9000.17,4,0,0,2169_D,D,9000.17
1111,-12807.14,4,0,0,1111_C,C,12807.14
2255,24853.33,4,0,0,2255_D,D,24853.33
2175,26170.37,2,0,0,2175_D,D,26170.37
3124,-26170.37,2,0,0,3124_C,C,26170.37
3186,-5712.85,7,0,0,3186_C,C,5712.85
2257,14277.3,7,0,0,2257_D,D,14277.3
1171,-12198.06,7,0,0,1171_C,C,12198.06
2151,12198.06,7,0,0,2151_D,D,12198.06
1165,-14277.3,7,0,0,1165_C,C,14277.3
3177,5712.85,7,0,0,3177_D,D,5712.85
3114,10959.96,1,0,0,3114_D,D,10959.96
1173,-10959.96,1,0,0,1173_C,C,10959.96
3178,39918.52,4,0,0,3178_D,D,39918.52
2233,-6663.68,4,0,0,2233_C,C,6663.68
3219,-39918.52,4,0,0,3219_C,C,39918.52
1118,6663.68,4,0,0,1118_D,D,6663.68
3225,-32269.52,6,0,0,3225_C,C,32269.52
2203,-15660.21,6,0,0,2203_C,C,15660.21
3131,15660.21,6,0,0,3131_D,D,15660.21
1195,32269.52,6,0,0,1195_D,D,32269.52
2197,36033.91,4,0,0,2197_D,D,36033.91
2164,36594.54,4,0,0,2164_D,D,36594.54
1157,35756.26,4,0,0,1157_D,D,35756.26
3138,-36033.91,4,0,0,3138_C,C,36033.91
1134,-35756.26,4,0,0,1134_C,C,35756.26
3115,-36594.54,4,0,0,3115_C,C,36594.54
3114,-35315.36,4,0,0,3114_C,C,35315.36
1157,35315.36,4,0,0,1157_D,D,35315.36
2282,39683.88,4,0,0,2282_D,D,39683.88
1153,-39683.88,4,0,0,1153_C,C,39683.88
2172,4323.45,7,0,0,2172_D,D,4323.45
1104,6996.06,7,0,0,1104_D,D,6996.06
3175,-6996.06,7,0,0,3175_C,C,6996.06
2152,-4323.45,7,0,0,2152_C,C,4323.45
2193,11922.27,5,0,0,2193_D,D,11922.27
3221,-11922.27,5,0,0,3221_C,C,11922.27
2238,-27025.77,5,0,0,2238_C,C,27025.77
1132,27025.77,5,0,0,1132_D,D,27025.77
1185,-48765.7,2,0,0,1185_C,C,48765.7
2244,14286.77,2,0,0,2244_D,D,14286.77
2190,-13546.58,2,0,0,2190_C,C,13546.58
2216,48765.7,2,0,0,2216_D,D,48765.7
1102,13546.58,2,0,0,1102_D,D,13546.58
2216,-14286.77,2,0,0,2216_C,C,14286.77
1158,-41504.88,1,0,0,1158_C,C,41504.88
2123,41504.88,1,0,0,2123_D,D,41504.88
2261,-40468.97,7,0,0,2261_C,C,40468.97
1102,40468.97,7,0,0,1102_D,D,40468.97
3102,-29479.65,6,0,0,3102_C,C,29479.65
1102,1265.69,6,0,0,1102_D,D,1265.69
3193,29479.65,6,0,0,3193_D,D,29479.65
2248,-1265.69,6,0,0,2248_C,C,1265.69
3168,24462.15,4,0,0,3168_D,D,24462.15
1174,-4998.14,4,0,0,1174_C,C,4998.14
3180,4998.14,4,0,0,3180_D,D,4998.14
2230,34887.23,4,0,0,2230_D,D,34887.23
2178,-24462.15,4,0,0,2178_C,C,24462.15
3197,-34887.23,4,0,0,3197_C,C,34887.23
3159,-33333.95,4,0,0,3159_C,C,33333.95
2266,33333.95,4,0,0,2266_D,D,33333.95
3192,14554.99,3,0,0,3192_D,D,14554.99
2216,-14554.99,3,0,0,2216_C,C,14554.99
2140,44219.34,7,0,0,2140_D,D,44219.34
2219,1232.4,7,0,0,2219_D,D,1232.4
1125,-1232.4,7,0,0,1125_C,C,1232.4
1146,-44219.34,7,0,0,1146_C,C,44219.34
2169,-28537.54,7,0,0,2169_C,C,28537.54
2208,28537.54,7,0,0,2208_D,D,28537.54
2124,30392.99,3,0,0,2124_D,D,30392.99
1133,-19587.31,3,0,0,1133_C,C,19587.31
2122,-30392.99,3,0,0,2122_C,C,30392.99
1150,19587.31,3,0,0,1150_D,D,19587.31
1114,46129.41,2,0,0,1114_D,D,46129.41
1178,-46129.41,2,0,0,1178_C,C,46129.41
1173,13061.99,2,0,0,1173_D,D,13061.99
2146,-13061.99,2,0,0,2146_C,C,13061.99
3201,14823.05,1,0,0,3201_D,D,14823.05
1147,-6544.41,1,0,0,1147_C,C,6544.41
3138,27125.72,1,0,0,3138_D,D,27125.72
2200,6544.41,1,0,0,2200_D,D,6544.41
2101,-27125.72,1,0,0,2101_C,C,27125.72
2270,-14823.05,1,0,0,2270_C,C,14823.05
3127,-37617.55,6,0,0,3127_C,C,37617.55
3164,37617.55,6,0,0,3164_D,D,37617.55
2201,-42419.04,6,0,0,2201_C,C,42419.04
3216,42419.04,6,0,0,3216_D,D,42419.04
1125,-38672.35,7,0,0,1125_C,C,38672.35
3152,38672.35,7,0,0,3152_D,D,38672.35
2293,-1237.95,7,0,0,2293_C,C,1237.95
3147,1237.95,7,0,0,3147_D,D,1237.95
3198,-3046.0,5,0,0,3198_C,C,3046.0
2108,3046.0,5,0,0,2108_D,D,3046.0
2232,19097.52,2,0,0,2232_D,D,19097.52
2205,-6284.14,2,0,0,2205_C,C,6284.14
1114,-19097.52,2,0,0,1114_C,C,19097.52
1124,17174.06,2,0,0,1124_D,D,17174.06
3176,-17174.06,2,0,0,3176_C,C,17174.06
2173,6284.14,2,0,0,2173_D,D,6284.14
1102,4163.4,4,0,0,1102_D,D,4163.4
1186,-4163.4,4,0,0,1186_C,C,4163.4
2164,32293.5,3,0,0,2164_D,D,32293.5
3171,-32293.5,3,0,0,3171_C,C,32293.5
2240,-23150.57,6,0,0,2240_C,C,23150.57
3106,23150.57,6,0,0,3106_D,D,23150.57
3100,20714.89,6,0,0,3100_D,D,20714.89
2116,-20714.89,6,0,0,2116_C,C,20714.89
1146,8041.07,2,0,0,1146_D,D,8041.07
2184,-8041.07,2,0,0,2184_C,C,8041.07
3186,13794.79,7,0,0,3186_D,D,13794.79
2214,25271.76,7,0,0,2214_D,D,25271.76
2208,-13794.79,7,0,0,2208_C,C,13794.79
3173,-15664.94,7,0,0,3173_C,C,15664.94
3208,15664.94,7,0,0,3208_D,D,15664.94
1164,-25271.76,7,0,0,1164_C,C,25271.76
3184,2309.68,1,0,0,3184_D,D,2309.68
2167,-2309.68,1,0,0,2167_C,C,2309.68
3185,38458.68,1,0,0,3185_D,D,38458.68
2256,-38458.68,1,0,0,2256_C,C,38458.68
1176,-30049.46,6,0,0,1176_C,C,30049.46
2183,8308.2,6,0,0,2183_D,D,8308.2
2153,-8308.2,6,0,0,2153_C,C,8308.2
2124,30049.46,6,0,0,2124_D,D,30049.46
2242,10839.84,6,0,0,2242_D,D,10839.84
2174,-10839.84,6,0,0,2174_C,C,10839.84
2281,-6049.95,6,0,0,2281_C,C,6049.95
2250,6854.39,6,0,0,2250_D,D,6854.39
3178,-6854.39,6,0,0,3178_C,C,6854.39
2126,42655.79,6,0,0,2126_D,D,42655.79
1155,6049.95,6,0,0,1155_D,D,6049.95
1162,-42655.79,6,0,0,1162_C,C,42655.79
2122,-24820.67,4,0,0,2122_C,C,24820.67
2232,24820.67,4,0,0,2232_D,D,24820.67
2265,-33786.9,4,0,0,2265_C,C,33786.9
3135,33786.9,4,0,0,3135_D,D,33786.9
2133,31925.99,7,0,0,2133_D,D,31925.99
3138,-31925.99,7,0,0,3138_C,C,31925.99
3153,-44491.63,2,0,0,3153_C,C,44491.63
2118,12157.78,2,0,0,2118_D,D,12157.78
2152,-35872.4,2,0,0,2152_C,C,35872.4
1139,44491.63,2,0,0,1139_D,D,44491.63
3145,-12157.78,2,0,0,3145_C,C,12157.78
2106,35872.4,2,0,0,2106_D,D,35872.4
2142,36781.64,7,0,0,2142_D,D,36781.64
2152,15264.32,7,0,0,2152_D,D,15264.32
1149,-36781.64,7,0,0,1149_C,C,36781.64
1179,-15264.32,7,0,0,1179_C,C,15264.32
2217,28451.6,1,0,0,2217_D,D,28451.6
2236,-46294.46,1,0,0,2236_C,C,46294.46
2238,46294.46,1,0,0,2238_D,D,46294.46
2279,-28451.6,1,0,0,2279_C,C,28451.6
2231,33069.05,4,0,0,2231_D,D,33069.05
3197,27119.93,4,0,0,3197_D,D,27119.93
3206,-33069.05,4,0,0,3206_C,C,33069.05
1154,-27119.93,4,0,0,1154_C,C,27119.93
3186,-15500.5,4,0,0,3186_C,C,15500.5
3131,15500.5,4,0,0,3131_D,D,15500.5
1152,-48444.29,5,0,0,1152_C,C,48444.29
1128,48444.29,5,0,0,1128_D,D,48444.29
2224,-16862.79,5,0,0,2224_C,C,16862.79
3113,31862.22,5,0,0,3113_D,D,31862.22
3147,-31862.22,5,0,0,3147_C,C,31862.22
3210,16862.79,5,0,0,3210_D,D,16862.79
2183,-34197.22,2,0,0,2183_C,C,34197.22
1118,-22608.76,2,0,0,1118_C,C,22608.76
1126,34197.22,2,0,0,1126_D,D,34197.22
2165,22608.76,2,0,0,2165_D,D,22608.76
2105,49819.4,7,0,0,2105_D,D,49819.4
2152,-49819.4,7,0,0,2152_C,C,49819.4
2154,25715.8,2,0,0,2154_D,D,25715.8
2133,-25715.8,2,0,0,2133_C,C,25715.8
3218,-17765.8,5,0,0,3218_C,C,17765.8
1172,17765.8,5,0,0,1172_D,D,17765.8
1113,-49508.75,5,0,0,1113_C,C,49508.75
2171,49508.75,5,0,0,2171_D,D,49508.75
2274,-34014.26,5,0,0,2274_C,C,34014.26
3223,34014.26,5,0,0,3223_D,D,34014.26
2206,-21803.77,4,0,0,2206_C,C,21803.77
3155,-6116.53,4,0,0,3155_C,C,6116.53
2292,21803.77,4,0,0,2292_D,D,21803.77
2266,6116.53,4,0,0,2266_D,D,6116.53
1177,-19534.47,5,0,0,1177_C,C,19534.47
2136,19534.47,5,0,0,2136_D,D,19534.47
2126,46760.1,3,0,0,2126_D,D,46760.1
2294,-46760.1,3,0,0,2294_C,C,46760.1
3137,-12413.36,3,0,0,3137_C,C,12413.36
2109,12413.36,3,0,0,2109_D,D,12413.36
2260,-15250.35,3,0,0,2260_C,C,15250.35
2161,-2479.96,3,0,0,2161_C,C,2479.96
2161,15250.35,3,0,0,2161_D,D,15250.35
1101,2479.96,3,0,0,1101_D,D,2479.96
1174,-23965.59,4,0,0,1174_C,C,23965.59
1166,23965.59,4,0,0,1166_D,D,23965.59
2151,7232.35,1,0,0,2151_D,D,7232.35
1109,-7232.35,1,0,0,1109_C,C,7232.35
2108,-19141.88,1,0,0,2108_C,C,19141.88
2147,19141.88,1,0,0,2147_D,D,19141.88
1165,8556.34,3,0,0,1165_D,D,8556.34
3174,-8556.34,3,0,0,3174_C,C,8556.34
3169,1990.21,1,0,0,3169_D,D,1990.21
1127,-1990.21,1,0,0,1127_C,C,1990.21
2179,6775.08,3,0,0,2179_D,D,6775.08
2228,-24210.36,3,0,0,2228_C,C,24210.36
2130,-6775.08,3,0,0,2130_C,C,6775.08
2197,32185.8,3,0,0,2197_D,D,32185.8
3147,24210.36,3,0,0,3147_D,D,24210.36
2272,-32185.8,3,0,0,2272_C,C,32185.8
2175,-8514.29,6,0,0,2175_C,C,8514.29
2287,8514.29,6,0,0,2287_D,D,8514.29
1184,-48550.99,4,0,0,1184_C,C,48550.99
